paper,arm,model,cohort,subgroup,n,mse,rmse,mae,r2,relative_error,mape_percent,s_score_literal_mean,s_score_minus_one_mean,s_score_overflow
p2,clean_ordinary,P2_KNN,validation,condition=Cond3,67,9.353396746930969,3.058332347363669,2.3359287313432837,0.4342075311788275,0.015540759135035997,1.5540759135035997,1.2641452309682686,0.2641452309682683,False
p2,clean_ordinary,P2_KNN,validation,route=123,67,9.353396746930969,3.058332347363669,2.3359287313432837,0.4342075311788275,0.015540759135035997,1.5540759135035997,1.2641452309682686,0.2641452309682683,False
p2,clean_ordinary,P2_KNN,validation,route=456,357,12.21854561262731,3.495503627895029,2.593961932773109,0.848276371922352,0.034852455970041225,3.4852455970041225,1.2968245525119289,0.2968245525119289,False
p2,clean_ordinary,P2_LR,test,all,424,351.1078912117482,18.73787317738457,3.1219833336770897,0.59820766932645,0.038119032554854146,3.8119032554854146,50420947596469.45,50420947596468.484,False
p2,clean_ordinary,P2_LR,test,STAGE=A,238,620.3752029853149,24.907332313704632,4.021948897826028,0.5548773521998694,0.048876968513151584,4.887696851315158,89825553701272.38,89825553701271.42,False
p2,clean_ordinary,P2_LR,test,STAGE=B,186,6.561546039119963,2.561551490624376,1.9704144935295234,0.90983039766028,0.024353501597462808,2.4353501597462808,1.2027698696378588,0.2027698696378587,False
p2,clean_ordinary,P2_LR,test,condition=Cond1,165,890.2791310469431,29.837545660575756,4.71419246564678,-20.596311298616236,0.06339743037914602,6.3397430379146025,129566556247895.39,129566556247894.42,False
p2,clean_ordinary,P2_LR,test,condition=Cond2,186,6.561546039119963,2.561551490624376,1.9704144935295234,0.90983039766028,0.024353501597462808,2.4353501597462808,1.2027698696378588,0.2027698696378587,False
p2,clean_ordinary,P2_LR,test,condition=Cond3,73,10.318379284373536,3.2122234175682016,2.4572887787791196,0.28550572152136044,0.016056746487273715,1.6056746487273714,1.2521548158706666,0.25215481587066657,False
p2,clean_ordinary,P2_LR,test,route=123,73,10.318379284373536,3.2122234175682016,2.4572887787791196,0.28550572152136044,0.016056746487273715,1.6056746487273714,1.2521548158706666,0.25215481587066657,False
p2,clean_ordinary,P2_LR,test,route=456,351,421.98434241031896,20.542257480869015,3.2602246513624222,-4.40904393901406,0.04270748521278398,4.270748521278398,60907355501148.05,60907355501147.055,False
p2,clean_ordinary,P2_LR,validation,all,424,12.452933159420526,3.528871371900728,2.2460456976563927,0.9848637196015073,0.027309164538471358,2.730916453847136,1.3405034749537572,0.3405034749537573,False
p2,clean_ordinary,P2_LR,validation,STAGE=A,252,15.623478425885596,3.9526546049314244,2.3546799942387278,0.9874733467968867,0.0279804479098235,2.79804479098235,1.4176182733804843,0.4176182733804843,False
p2,clean_ordinary,P2_LR,validation,STAGE=B,172,7.807715675994957,2.7942289949098584,2.0868838212683203,0.9134070260483618,0.026325656343234506,2.6325656343234507,1.227521328421576,0.227521328421576,False
